company_name,industry,sector,year_founded,ownership,headquarters_city,headquarters_country,headquarters_full_address,company_website,total_revenue_usd,net_profit_usd,total_assets_usd,employee_count,market_cap_usd,social_media_links,total_raised,company_type,ceo_name,representative_name,_source_table
"BRIDGESTONE AMERICAS, INC.",,,,,['NASHVILLE'],['UNITED STATES'],200 4TH AVE S STE 100,https://www.info-clipper.com/en/company/united-states/bridgestone-americas-inc.usd1of1y2.html,,,,,,,,,,,wissel-aziende-info-clipper-com
THE ENCORE GROUP (ENVELOPES AND PACKAGING) LIMITED,,,,,['WASHINGTON'],['UNITED KINGDOM'],Industrial Road Hertburn Industrial Estate Hertburn,https://www.info-clipper.com/en/company/united-kingdom/the-encore-group-limited.gbd4sm5kg.html,,,,,,,,,,,wissel-aziende-info-clipper-com
DIAMALTERIA ITALIANA SRL,,,,,['MILANO'],['ITALY'],PIAZZA SICILIA 6,https://www.info-clipper.com/en/company/italy/diamalteria-italiana-srl.itd79knic.html,,,,,,,,,,,wissel-aziende-info-clipper-com
ABC GARDEN OU,,,,,['Tallinn'],['ESTONIA'],Variku tee 6-1,https://www.info-clipper.com/en/company/estonia/abc-garden-ou.eed8vdhlz.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"UNITED RENTALS, INC.",,,,,['STAMFORD'],['UNITED STATES'],100 1ST STAMFORD PL STE 700,https://www.info-clipper.com/en/company/united-states/united-rentals-inc.usd2wzg5l.html,,,,,,,,,,,wissel-aziende-info-clipper-com
DASSAULT SYSTEMES UK LIMITED,,,,,['COVENTRY'],['UNITED KINGDOM'],"Unit 9, Riley Court Milburn Hill Road",https://www.info-clipper.com/en/company/united-kingdom/dassault-systemes-uk-limited.gbdalk20y.html,,,,,,,,,,,wissel-aziende-info-clipper-com
CREMOFIN SRL,,,,,['CASTELVETRO DI MODENA'],['ITALY'],VIA MODENA 53,https://www.info-clipper.com/en/company/italy/cremofin-srl.itdatvecg.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BRANDGATE GROUP OU,,,,,['Tallinn'],['ESTONIA'],Erika tn 14,https://www.info-clipper.com/en/company/estonia/brandgate-group-ou.eed9crrp0.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MERCK SHARP & DOHME LLC,,,,,['RAHWAY'],['UNITED STATES'],126 E LINCOLN AVE,https://www.info-clipper.com/en/company/united-states/merck-sharp-dohme-llc.usds8o1.html,,,,,,,,,,,wissel-aziende-info-clipper-com
IMPERIAL COLLEGE LONDON LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],"FACULTY BUILDING, LEVEL 1 SOUTH KENSINGTON CAMPUS",https://www.info-clipper.com/en/company/united-kingdom/imperial-college-london-limited.gbd70wecd.html,,,,,,,,,,,wissel-aziende-info-clipper-com
FEDRIGONI SPA,,,,,['VERONA'],['ITALY'],VIA ENRICO FERMI 13/F,https://www.info-clipper.com/en/company/italy/fedrigoni-spa.itd8i5y9w.html,,,,,,,,,,,wissel-aziende-info-clipper-com
AURUM OU,,,,,['Tallinn'],['ESTONIA'],Kullassepa tn 4,https://www.info-clipper.com/en/company/estonia/aurum-ou.eedao69xw.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MERCK SHARP & DOHME (I.A.) LLC,,,,,['RAHWAY'],['UNITED STATES'],126 E LINCOLN AVE,https://www.info-clipper.com/en/company/united-states/merck-sharp-dohme-llc.usdm4mki.html,,,,,,,,,,,wissel-aziende-info-clipper-com
Nottinghamshire Healthcare N H S Foundation Trust,,,,,['NOTTINGHAM'],['UNITED KINGDOM'],Duncan Macmillan House Porchester Road,https://www.info-clipper.com/en/company/united-kingdom/nottinghamshire-healthcare-n-h-s-foundation-trust.gbd3u0k45.html,,,,,,,,,,,wissel-aziende-info-clipper-com
EIFFAGE INFRAESTRUCTURAS SA,,,,,['LIVORNO'],['ITALY'],PIAZZA ATTIAS 13,https://www.info-clipper.com/en/company/italy/eiffage-infraestructuras-sa.itd78mbsm.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BOLT TECHNOLOGY OU,,,,,['Tallinn'],['ESTONIA'],Vana-Louna tn 15,https://www.info-clipper.com/en/company/estonia/bolt-technology-ou.eed8d5oj6.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MERCK SHARP & DOHME (ARGENTINA) INC.,,,,,['RAHWAY'],['UNITED STATES'],126 E LINCOLN AVE,https://www.info-clipper.com/en/company/united-states/merck-sharp-dohme-inc.usdczdpty.html,,,,,,,,,,,wissel-aziende-info-clipper-com
LIBERTY FINANCE MANAGEMENT (LIG) LTD,,,,,['LONDON'],['UNITED KINGDOM'],2nd Floor 40 Grosvenor Place,https://www.info-clipper.com/en/company/united-kingdom/liberty-finance-management-ltd.gbd3nr7ik.html,,,,,,,,,,,wissel-aziende-info-clipper-com
SAFE SPA,,,,,['SAN GIOVANNI IN PERSICETO'],['ITALY'],VIA FERRUCCIO LAMBORGHINI 18,https://www.info-clipper.com/en/company/italy/safe-spa.itd5m8l01.html,,,,,,,,,,,wissel-aziende-info-clipper-com
GAME MACHINE OU,,,,,['Tallinn'],['ESTONIA'],Ravala pst 8,https://www.info-clipper.com/en/company/estonia/game-machine-ou.eed604i0t.html,,,,,,,,,,,wissel-aziende-info-clipper-com
HL MANDO AMERICA CORPORATION,,,,,['OPELIKA'],['UNITED STATES'],4201 NORTHPARK DR,https://www.info-clipper.com/en/company/united-states/hl-mando-america-corporation.usdfdctrs.html,,,,,,,,,,,wissel-aziende-info-clipper-com
GCP ASSET MANAGEMENT (UK) LTD,,,,,['LONDON'],['UNITED KINGDOM'],"2nd Floor Kingsbourne House, 229-231 High Holborn",https://www.info-clipper.com/en/company/united-kingdom/gcp-asset-management-ltd.gbd3qniyk.html,,,,,,,,,,,wissel-aziende-info-clipper-com
STMICROELECTRONICS SRL,,,,,['AGRATE BRIANZA'],['ITALY'],VIA CAMILLO OLIVETTI 2,https://www.info-clipper.com/en/company/italy/stmicroelectronics-srl.itd783g70.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MILWORKS OU,,,,,['Tallinn'],['ESTONIA'],Sarruse tn 3,https://www.info-clipper.com/en/company/estonia/milworks-ou.eed604b6u.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"HYATT HOTELS OF FLORIDA, INC.",,,,,['ORLANDO'],['UNITED STATES'],9801 INTERNATIONAL DR,https://www.info-clipper.com/en/company/united-states/hyatt-hotels-of-florida-inc.usd2fxy9g.html,,,,,,,,,,,wissel-aziende-info-clipper-com
GARNET UK 7 NEW LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],"2nd Floor Kingsbourne House, 229-231 High Holborn",https://www.info-clipper.com/en/company/united-kingdom/garnet-uk-7-new-limited.gbd3qnj0a.html,,,,,,,,,,,wissel-aziende-info-clipper-com
TRAVAGLINI LOGISTIC AND TRANSPORT SRL,,,,,['ATESSA'],['ITALY'],VIA PALERMO 21-23,https://www.info-clipper.com/en/company/italy/travaglini-logistic-and-transport-srl.itd8yjfru.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BOLT OPERATIONS OU,,,,,['Tallinn'],['ESTONIA'],Vana-Louna tn 15,https://www.info-clipper.com/en/company/estonia/bolt-operations-ou.eed8vcqq5.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"KOLB-LENA, INC.",,,,,['LENA'],['UNITED STATES'],3990 N SUNNYSIDE RD,https://www.info-clipper.com/en/company/united-states/kolb-lena-inc.usdvoe4t.html,,,,,,,,,,,wissel-aziende-info-clipper-com
GARNET UK 7 NEW RESIDENTIAL LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],"2nd Floor Kingsbourne House, 229-231 High Holborn",https://www.info-clipper.com/en/company/united-kingdom/garnet-uk-7-new-residential-limited.gbd3qqt9p.html,,,,,,,,,,,wissel-aziende-info-clipper-com
HUNTSMAN GOMET SRL,,,,,['AZEGLIO'],['ITALY'],STRADA TOMBOLETO 12,https://www.info-clipper.com/en/company/italy/huntsman-gomet-srl.itd78qypq.html,,,,,,,,,,,wissel-aziende-info-clipper-com
B-BUS OU,,,,,['Tallinn'],['ESTONIA'],Narva mnt 5,https://www.info-clipper.com/en/company/estonia/b-bus-ou.eed8vcsxg.html,,,,,,,,,,,wissel-aziende-info-clipper-com
VERIZON INTERNATIONAL HOLDINGS INC.,,,,,['WILMINGTON'],['UNITED STATES'],3900 N WASHINGTON ST STE 2,https://www.info-clipper.com/en/company/united-states/verizon-international-holdings-inc.usddpw757.html,,,,,,,,,,,wissel-aziende-info-clipper-com
GARNET UK 23 NEW LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],"2nd Floor Kingsbourne House, 229-231 High Holborn",https://www.info-clipper.com/en/company/united-kingdom/garnet-uk-23-new-limited.gbd3qstzt.html,,,,,,,,,,,wissel-aziende-info-clipper-com
JOHNSON CONTROLS ITALIA SRL,,,,,['CINISELLO BALSAMO'],['ITALY'],VIA MILANESE 124,https://www.info-clipper.com/en/company/italy/johnson-controls-italia-srl.itd72wh92.html,,,,,,,,,,,wissel-aziende-info-clipper-com
LUMINOR BANK AS,,,,,['Tallinn'],['ESTONIA'],Liivalaia tn 45,https://www.info-clipper.com/en/company/estonia/luminor-bank-as.eed9crwlr.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"MICRO FOCUS (US) INTERNATIONAL HOLDINGS, INC.",,,,,['WILMINGTON'],['UNITED STATES'],1209 N ORANGE ST,https://www.info-clipper.com/en/company/united-states/micro-focus-international-holdings-inc.usd1y0wi3.html,,,,,,,,,,,wissel-aziende-info-clipper-com
TURNER BROADCASTING SYSTEM EUROPE LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],Turner House 16 Great Marlborough Street,https://www.info-clipper.com/en/company/united-kingdom/turner-broadcasting-system-europe-limited.gbd4w10u9.html,,,,,,,,,,,wissel-aziende-info-clipper-com
JOHNSON ELECTRIC ASTI SRL,,,,,['ASTI'],['ITALY'],CORSO ALESSANDRIA 395,https://www.info-clipper.com/en/company/italy/johnson-electric-asti-srl.itd73fmxg.html,,,,,,,,,,,wissel-aziende-info-clipper-com
TALLINK AS,,,,,['Tallinn'],['ESTONIA'],Sadama tn 5,https://www.info-clipper.com/en/company/estonia/tallink-as.eed626xgr.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"USF INTERNATIONAL HOLDINGS, LLC",,,,,['WILMINGTON'],['UNITED STATES'],1209 ORANGE STE,https://www.info-clipper.com/en/company/united-states/usf-international-holdings-llc.usd1yblms.html,,,,,,,,,,,wissel-aziende-info-clipper-com
SOUTHERN PARKS LIMITED,,,,,['HEMEL HEMPSTEAD'],['UNITED KINGDOM'],"The Maylands Building 200 Maylands Avenue, Hemel Hempstead Industrial Estate",https://www.info-clipper.com/en/company/united-kingdom/southern-parks-limited.gbd3lwnlc.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MOBY SPA,,,,,['MILANO'],['ITALY'],VIA LARGA 26,https://www.info-clipper.com/en/company/italy/moby-spa.itd7a2prk.html,,,,,,,,,,,wissel-aziende-info-clipper-com
TALLINK GRUPP AS,,,,,['Tallinn'],['ESTONIA'],Sadama tn 5,https://www.info-clipper.com/en/company/estonia/tallink-grupp-as.eedao5lpi.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"GANTREX, INC.",,,,,['CANONSBURG'],['UNITED STATES'],6000 TOWN CENTER BLVD STE 240,https://www.info-clipper.com/en/company/united-states/gantrex-inc.usd213tq3.html,,,,,,,,,,,wissel-aziende-info-clipper-com
CVC ADVISERS LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],111 Strand,https://www.info-clipper.com/en/company/united-kingdom/cvc-advisers-limited.gbdc5dfag.html,,,,,,,,,,,wissel-aziende-info-clipper-com
GALPERTI ENGINEERING AND FLOW CONTROL SPA,,,,,['COLICO (ZONA INDUSTRIALE )'],['ITALY'],VIA PRATI DELLA ROSA 17,https://www.info-clipper.com/en/company/italy/galperti-engineering-and-flow-control-spa.itd8i2fj4.html,,,,,,,,,,,wissel-aziende-info-clipper-com
TOP CONNECT OU,,,,,['Tallinn'],['ESTONIA'],Vaike-Paala tn 1,https://www.info-clipper.com/en/company/estonia/top-connect-ou.eed8unvvo.html,,,,,,,,,,,wissel-aziende-info-clipper-com
ALABAMA POWER COMPANY,,,,,['BIRMINGHAM'],['UNITED STATES'],600 N 18TH ST,https://www.info-clipper.com/en/company/united-states/alabama-power-company.usd43w60.html,,,,,,,,,,,wissel-aziende-info-clipper-com
PENGUIN RANDOM HOUSE LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],20 VAUXHALL BRIDGE ROAD,https://www.info-clipper.com/en/company/united-kingdom/penguin-random-house-limited.gbd3smzhu.html,,,,,,,,,,,wissel-aziende-info-clipper-com
ABB SPA,,,,,['SESTO SAN GIOVANNI'],['ITALY'],VIA LUCIANO LAMA 33,https://www.info-clipper.com/en/company/italy/abb-spa.itd72y6i2.html,,,,,,,,,,,wissel-aziende-info-clipper-com
PONTOS BALTIC AS,,,,,['Tallinn'],['ESTONIA'],Viru valjak 4,https://www.info-clipper.com/en/company/estonia/pontos-baltic-as.eedanofin.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"CONSTRUCTION PARTNERS, INC.",,,,,['DOTHAN'],['UNITED STATES'],290 HEALTHWEST DR STE 2,https://www.info-clipper.com/en/company/united-states/construction-partners-inc.usd5zdwd.html,,,,,,,,,,,wissel-aziende-info-clipper-com
THE RANDOM HOUSE GROUP LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],Whole Building 20 Vauxhall Bridge Road,https://www.info-clipper.com/en/company/united-kingdom/the-random-house-group-limited.gbd3i7f2t.html,,,,,,,,,,,wissel-aziende-info-clipper-com
OLI SPA,,,,,['MEDOLLA'],['ITALY'],VIA CANALAZZO 35,https://www.info-clipper.com/en/company/italy/oli-spa.itd73gt5d.html,,,,,,,,,,,wissel-aziende-info-clipper-com
SANDMANI GRUPI AS,,,,,['Tallinn'],['ESTONIA'],Laki poik 6,https://www.info-clipper.com/en/company/estonia/sandmani-grupi-as.eed898jkc.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"GADSDEN REGIONAL MEDICAL CENTER, LLC",,,,,['GADSDEN'],['UNITED STATES'],1007 GOODYEAR AVE,https://www.info-clipper.com/en/company/united-states/gadsden-regional-medical-center-llc.usd2jg16a.html,,,,,,,,,,,wissel-aziende-info-clipper-com
AVANTI GAS LIMITED,,,,,['CHESTERFIELD'],['UNITED KINGDOM'],"Fao Sophie Leedham Ugi House Gisborne Close, Staveley",https://www.info-clipper.com/en/company/united-kingdom/avanti-gas-limited.gbd4rp22h.html,,,,,,,,,,,wissel-aziende-info-clipper-com
OLI EBIKE SYSTEMS SRL,,,,,['MODENA'],['ITALY'],STRADA DEGLI SCHIOCCHI 12,https://www.info-clipper.com/en/company/italy/oli-ebike-systems-srl.itd7au74p.html,,,,,,,,,,,wissel-aziende-info-clipper-com
PRFOODS AS,,,,,['Tallinn'],['ESTONIA'],Parnu mnt 141,https://www.info-clipper.com/en/company/estonia/prfoods-as.eed9co32f.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"LUMINATE CAPITAL PARTNERS II, LP",,,,,['SAN FRANCISCO'],['UNITED STATES'],1 LETTERMAN DR STE CM 500,https://www.info-clipper.com/en/company/united-states/luminate-capital-partners-ii-lp.usd1btgka.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BOUYGUES E&S SOLUTIONS LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],Becket House 1 Lambeth Palace Road,https://www.info-clipper.com/en/company/united-kingdom/bouygues-es-solutions-limited.gbd3obmrq.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BUSINESS INTEGRATION PARTNERS SPA,,,,,['MILANO'],['ITALY'],PIAZZA SAN BABILA 5,https://www.info-clipper.com/en/company/italy/business-integration-partners-spa.itd7ep1t8.html,,,,,,,,,,,wissel-aziende-info-clipper-com
SCHNEIDER ELECTRIC EESTI AS,,,,,['Tallinn'],['ESTONIA'],Parnu mnt 139e/2,https://www.info-clipper.com/en/company/estonia/schneider-electric-eesti-as.eedao7t44.html,,,,,,,,,,,wissel-aziende-info-clipper-com
WALMART INC.,,,,,['BENTONVILLE'],['UNITED STATES'],702 SW 8TH ST,https://www.info-clipper.com/en/company/united-states/walmart-inc.usduxmvd.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BOUYGUES (U.K.) LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],Becket House 1 Lambeth Palace Road,https://www.info-clipper.com/en/company/united-kingdom/bouygues-limited.gbd8vg5kt.html,,,,,,,,,,,wissel-aziende-info-clipper-com
SOCIETA' GESTIONE SERVIZI AEROPORTI CAMPANI GE.S.A.C. SPA,,,,,['NAPOLI (AEROPORTO DI CAPODICHINO )'],['ITALY'],UFFICI DIREZIONALI GESAC SNC,https://www.info-clipper.com/en/company/italy/societa-gestione-servizi-aeroporti-campani-gesac-spa.itd74p0fn.html,,,,,,,,,,,wissel-aziende-info-clipper-com
KODUMAJA AS,,,,,"['Tartu', 'Tartu']",['ESTONIA'],Puidu tn 2,https://www.info-clipper.com/en/company/estonia/kodumaja-as.eed9ct6ci.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"WAL-MART STORES EAST, LP",,,,,['BENTONVILLE'],['UNITED STATES'],702 SW 8TH ST,https://www.info-clipper.com/en/company/united-states/wal-mart-stores-east-lp.usddqkpnf.html,,,,,,,,,,,wissel-aziende-info-clipper-com
DELOITTE LLP,,,,,['LONDON'],['UNITED KINGDOM'],1 New Street Square,https://www.info-clipper.com/en/company/united-kingdom/deloitte-llp.gbd6173h7.html,,,,,,,,,,,wissel-aziende-info-clipper-com
UNIVERSITA' DEGLI STUDI SUOR ORSOLA BENINCASA,,,,,['NAPOLI'],['ITALY'],CORSO VITTORIO EMANUELE 292,https://www.info-clipper.com/en/company/italy/universita-degli-studi-suor-orsola-benincasa.itd7ep0go.html,,,,,,,,,,,wissel-aziende-info-clipper-com
IIZI KINDLUSTUSMAAKLER AS,,,,,['Tallinn'],['ESTONIA'],Telliskivi tn 60/2,https://www.info-clipper.com/en/company/estonia/iizi-kindlustusmaakler-as.eed5ycjcj.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"PALO ALTO NETWORKS, INC.",,,,,['SANTA CLARA'],['UNITED STATES'],3000 TANNERY WAY,https://www.info-clipper.com/en/company/united-states/palo-alto-networks-inc.usd39yxhf.html,,,,,,,,,,,wissel-aziende-info-clipper-com
DELOITTE MCS LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],1 New Street Square,https://www.info-clipper.com/en/company/united-kingdom/deloitte-mcs-limited.gbd69lict.html,,,,,,,,,,,wissel-aziende-info-clipper-com
LOMBARD INTERNATIONAL ASSURANCE S.A.,,,,,['MILANO'],['ITALY'],PIAZZA SAN MARCO 3,https://www.info-clipper.com/en/company/italy/lombard-international-assurance-sa.itd76t5j4.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MARSH KINDLUSTUSMAAKLER AS,,,,,['Tallinn'],['ESTONIA'],Tartu mnt 18,https://www.info-clipper.com/en/company/estonia/marsh-kindlustusmaakler-as.eedaphxhc.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"TONOGA, INC.",,,,,['PETERSBURG'],['UNITED STATES'],95-136 COONBROOK RD,https://www.info-clipper.com/en/company/united-states/tonoga-inc.usd18mwm.html,,,,,,,,,,,wissel-aziende-info-clipper-com
FIRST MTR SOUTH WESTERN TRAINS LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],"8th Floor The Point, 37 North Wharf Road",https://www.info-clipper.com/en/company/united-kingdom/first-mtr-south-western-trains-limited.gbd3lw6qg.html,,,,,,,,,,,wissel-aziende-info-clipper-com
PM SRL,,,,,['VIGONOVO'],['ITALY'],VIALE SERENISSIMA 20,https://www.info-clipper.com/en/company/italy/pm-srl.itd78dcsx.html,,,,,,,,,,,wissel-aziende-info-clipper-com
KROONPRESS AS,,,,,"['Tartu', 'Tartu']",['ESTONIA'],Tahe tn 133,https://www.info-clipper.com/en/company/estonia/kroonpress-as.eed952xci.html,,,,,,,,,,,wissel-aziende-info-clipper-com
EVOQUA WATER TECHNOLOGIES LLC,,,,,['PITTSBURGH'],['UNITED STATES'],210 6TH AVE STE 3300,https://www.info-clipper.com/en/company/united-states/evoqua-water-technologies-llc.usd2hs2fi.html,,,,,,,,,,,wissel-aziende-info-clipper-com
ABELLIO SCOTRAIL LTD,,,,,['GLASGOW'],['UNITED KINGDOM'],Culzean House 36 Renfield Street,https://www.info-clipper.com/en/company/united-kingdom/abellio-scotrail-ltd.gbd3mnavy.html,,,,,,,,,,,wissel-aziende-info-clipper-com
